Species,Common Name,SiteName,SegmCode,Site_location,Pair,Treatm,Transect,Segment,Adults,Nymphs,Larva,Total
Amblyomma americanum,Lone Star Tick,Mianus River Gorge,MRG-1-Unf-3-A,MRG2,1,Unf,3,A,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mianus River Gorge,MRG-1-Fen-3-A,MRG2,1,Fen,3,A,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mianus River Gorge,MRG-1-Unf-3-A,MRG2,2,Unf,3,A,0,0,0,0
Dermacentor variabilis,Dog Tick,Mianus River Gorge,MRG-1-Unf-3-A,MRG1,1,Unf,3,A,0,0,0,0
Dermacentor variabilis,Dog Tick,Mianus River Gorge,MRG-1-Unf-3-A,MRG1,2,Unf,3,A,0,0,0,0
Dermacentor variabilis,Dog Tick,Mianus River Gorge,MRG-1-Trailside-3-A,MRG1,3,Trailside,3,A,0,0,0,0
Dermacentor variabilis,Dog Tick,Mianus River Gorge,MRG-1-Fen-3-A,MRG1,1,Fen,3,A,0,0,0,0
Dermacentor variabilis,Dog Tick,Mianus River Gorge,MRG-1-Fen-3-A,MRG1,2,Fen,3,A,0,0,0,0
Dermacentor variabilis,Dog Tick,Mianus River Gorge,MRG-1-Unf-3-A,MRG2,1,Unf,3,A,0,0,0,0
Dermacentor variabilis,Dog Tick,Mianus River Gorge,MRG-1-Fen-3-A,MRG2,1,Fen,3,A,0,0,0,0
Dermacentor variabilis,Dog Tick,Mianus River Gorge,MRG-1-Unf-3-A,MRG2,2,Unf,3,A,0,0,0,0
Ixodes scapularis,Blacklegged Tick,Mianus River Gorge,MRG-1-Unf-3-A,MRG1,1,Unf,3,A,0,0,0,0
Ixodes scapularis,Blacklegged Tick,Mianus River Gorge,MRG-1-Unf-3-A,MRG1,2,Unf,3,A,0,0,0,0
Ixodes scapularis,Blacklegged Tick,Mianus River Gorge,MRG-1-Trailside-3-A,MRG1,3,Trailside,3,A,0,0,0,0
Ixodes scapularis,Blacklegged Tick,Mianus River Gorge,MRG-1-Fen-3-A,MRG1,1,Fen,3,A,0,0,0,0
Ixodes scapularis,Blacklegged Tick,Mianus River Gorge,MRG-1-Fen-3-A,MRG1,2,Fen,3,A,0,0,0,0
Ixodes scapularis,Blacklegged Tick,Mianus River Gorge,MRG-1-Unf-3-A,MRG2,1,Unf,3,A,0,1,0,1
Ixodes scapularis,Blacklegged Tick,Mianus River Gorge,MRG-1-Fen-3-A,MRG2,1,Fen,3,A,0,0,0,0
Ixodes scapularis,Blacklegged Tick,Mianus River Gorge,MRG-1-Unf-3-A,MRG2,2,Unf,3,A,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mianus River Gorge,MRG-1-Unf-3-B,MRG1,1,Unf,3,B,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mianus River Gorge,MRG-1-Unf-3-B,MRG1,2,Unf,3,B,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mianus River Gorge,MRG-1-Trailside-3-B,MRG1,3,Trailside,3,B,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mianus River Gorge,MRG-1-Fen-3-B,MRG1,1,Fen,3,B,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mianus River Gorge,MRG-1-Fen-3-B,MRG1,2,Fen,3,B,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mianus River Gorge,MRG-1-Unf-3-B,MRG2,1,Unf,3,B,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mianus River Gorge,MRG-1-Fen-3-B,MRG2,1,Fen,3,B,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mianus River Gorge,MRG-1-Unf-3-B,MRG2,2,Unf,3,B,0,0,0,0
Dermacentor variabilis,Dog Tick,Mianus River Gorge,MRG-1-Unf-3-B,MRG1,1,Unf,3,B,0,0,0,0
Dermacentor variabilis,Dog Tick,Mianus River Gorge,MRG-1-Unf-3-B,MRG1,2,Unf,3,B,0,0,0,0
Dermacentor variabilis,Dog Tick,Mianus River Gorge,MRG-1-Trailside-3-B,MRG1,3,Trailside,3,B,0,0,0,0
Dermacentor variabilis,Dog Tick,Mianus River Gorge,MRG-1-Fen-3-B,MRG1,1,Fen,3,B,0,0,0,0
Dermacentor variabilis,Dog Tick,Mianus River Gorge,MRG-1-Fen-3-B,MRG1,2,Fen,3,B,0,0,0,0
Dermacentor variabilis,Dog Tick,Mianus River Gorge,MRG-1-Unf-3-B,MRG2,1,Unf,3,B,0,0,0,0
Dermacentor variabilis,Dog Tick,Mianus River Gorge,MRG-1-Fen-3-B,MRG2,1,Fen,3,B,0,0,0,0
Dermacentor variabilis,Dog Tick,Mianus River Gorge,MRG-1-Unf-3-B,MRG2,2,Unf,3,B,0,0,0,0
Ixodes scapularis,Blacklegged Tick,Mianus River Gorge,MRG-1-Unf-3-B,MRG1,1,Unf,3,B,0,1,0,1
Ixodes scapularis,Blacklegged Tick,Mianus River Gorge,MRG-1-Unf-3-B,MRG1,2,Unf,3,B,0,0,0,0
Ixodes scapularis,Blacklegged Tick,Mianus River Gorge,MRG-1-Trailside-3-B,MRG1,3,Trailside,3,B,0,0,0,0
Ixodes scapularis,Blacklegged Tick,Mianus River Gorge,MRG-1-Fen-3-B,MRG1,1,Fen,3,B,0,0,0,0
Ixodes scapularis,Blacklegged Tick,Mianus River Gorge,MRG-1-Fen-3-B,MRG1,2,Fen,3,B,0,0,0,0
Ixodes scapularis,Blacklegged Tick,Mianus River Gorge,MRG-1-Unf-3-B,MRG2,1,Unf,3,B,0,0,0,0
Ixodes scapularis,Blacklegged Tick,Mianus River Gorge,MRG-1-Fen-3-B,MRG2,1,Fen,3,B,0,0,0,0
Ixodes scapularis,Blacklegged Tick,Mianus River Gorge,MRG-1-Unf-3-B,MRG2,2,Unf,3,B,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mianus River Gorge,MRG-1-Unf-3-C,MRG1,1,Unf,3,C,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mianus River Gorge,MRG-1-Unf-3-C,MRG1,2,Unf,3,C,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mianus River Gorge,MRG-1-Trailside-3-C,MRG1,3,Trailside,3,C,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mianus River Gorge,MRG-1-Fen-3-C,MRG1,1,Fen,3,C,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mianus River Gorge,MRG-1-Fen-3-C,MRG1,2,Fen,3,C,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mianus River Gorge,MRG-1-Unf-3-C,MRG2,1,Unf,3,C,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mianus River Gorge,MRG-1-Fen-3-C,MRG2,1,Fen,3,C,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mianus River Gorge,MRG-1-Unf-3-C,MRG2,2,Unf,3,C,0,0,0,0
Dermacentor variabilis,Dog Tick,Mianus River Gorge,MRG-1-Unf-3-C,MRG1,1,Unf,3,C,0,0,0,0
Dermacentor variabilis,Dog Tick,Mianus River Gorge,MRG-1-Unf-3-C,MRG1,2,Unf,3,C,0,0,0,0
Dermacentor variabilis,Dog Tick,Mianus River Gorge,MRG-1-Trailside-3-C,MRG1,3,Trailside,3,C,0,0,0,0
Dermacentor variabilis,Dog Tick,Mianus River Gorge,MRG-1-Fen-3-C,MRG1,1,Fen,3,C,0,0,0,0
Dermacentor variabilis,Dog Tick,Mianus River Gorge,MRG-1-Fen-3-C,MRG1,2,Fen,3,C,0,0,0,0
Dermacentor variabilis,Dog Tick,Mianus River Gorge,MRG-1-Unf-3-C,MRG2,1,Unf,3,C,0,0,0,0
Dermacentor variabilis,Dog Tick,Mianus River Gorge,MRG-1-Fen-3-C,MRG2,1,Fen,3,C,0,0,0,0
Dermacentor variabilis,Dog Tick,Mianus River Gorge,MRG-1-Unf-3-C,MRG2,2,Unf,3,C,0,0,0,0
Ixodes scapularis,Blacklegged Tick,Mianus River Gorge,MRG-1-Unf-3-C,MRG1,1,Unf,3,C,0,0,0,0
Ixodes scapularis,Blacklegged Tick,Mianus River Gorge,MRG-1-Unf-3-C,MRG1,2,Unf,3,C,0,0,0,0
Ixodes scapularis,Blacklegged Tick,Mianus River Gorge,MRG-1-Trailside-3-C,MRG1,3,Trailside,3,C,0,0,0,0
Ixodes scapularis,Blacklegged Tick,Mianus River Gorge,MRG-1-Fen-3-C,MRG1,1,Fen,3,C,0,0,0,0
Ixodes scapularis,Blacklegged Tick,Mianus River Gorge,MRG-1-Fen-3-C,MRG1,2,Fen,3,C,0,0,0,0
Ixodes scapularis,Blacklegged Tick,Mianus River Gorge,MRG-1-Unf-3-C,MRG2,1,Unf,3,C,0,0,0,0
Ixodes scapularis,Blacklegged Tick,Mianus River Gorge,MRG-1-Fen-3-C,MRG2,1,Fen,3,C,0,0,0,0
Ixodes scapularis,Blacklegged Tick,Mianus River Gorge,MRG-1-Unf-3-C,MRG2,2,Unf,3,C,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mianus River Gorge,MRG-1-Unf-3-D,MRG1,1,Unf,3,D,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mianus River Gorge,MRG-1-Unf-3-D,MRG1,2,Unf,3,D,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mianus River Gorge,MRG-1-Trailside-3-D,MRG1,3,Trailside,3,D,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mianus River Gorge,MRG-1-Fen-3-D,MRG1,1,Fen,3,D,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mianus River Gorge,MRG-1-Fen-3-D,MRG1,2,Fen,3,D,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mianus River Gorge,MRG-1-Unf-3-D,MRG2,1,Unf,3,D,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mianus River Gorge,MRG-1-Fen-3-D,MRG2,1,Fen,3,D,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mianus River Gorge,MRG-1-Unf-3-D,MRG2,2,Unf,3,D,0,0,0,0
Dermacentor variabilis,Dog Tick,Mianus River Gorge,MRG-1-Unf-3-D,MRG1,1,Unf,3,D,0,0,0,0
Dermacentor variabilis,Dog Tick,Mianus River Gorge,MRG-1-Unf-3-D,MRG1,2,Unf,3,D,0,0,0,0
Dermacentor variabilis,Dog Tick,Mianus River Gorge,MRG-1-Trailside-3-D,MRG1,3,Trailside,3,D,0,0,0,0
Dermacentor variabilis,Dog Tick,Mianus River Gorge,MRG-1-Fen-3-D,MRG1,1,Fen,3,D,0,0,0,0
Dermacentor variabilis,Dog Tick,Mianus River Gorge,MRG-1-Fen-3-D,MRG1,2,Fen,3,D,0,0,0,0
Dermacentor variabilis,Dog Tick,Mianus River Gorge,MRG-1-Unf-3-D,MRG2,1,Unf,3,D,0,0,0,0
Dermacentor variabilis,Dog Tick,Mianus River Gorge,MRG-1-Fen-3-D,MRG2,1,Fen,3,D,0,0,0,0
Dermacentor variabilis,Dog Tick,Mianus River Gorge,MRG-1-Unf-3-D,MRG2,2,Unf,3,D,0,0,0,0
Ixodes scapularis,Blacklegged Tick,Mianus River Gorge,MRG-1-Unf-3-D,MRG1,1,Unf,3,D,0,0,0,0
Ixodes scapularis,Blacklegged Tick,Mianus River Gorge,MRG-1-Unf-3-D,MRG1,2,Unf,3,D,0,0,0,0
Ixodes scapularis,Blacklegged Tick,Mianus River Gorge,MRG-1-Trailside-3-D,MRG1,3,Trailside,3,D,0,0,0,0
Ixodes scapularis,Blacklegged Tick,Mianus River Gorge,MRG-1-Fen-3-D,MRG1,1,Fen,3,D,0,0,0,0
Ixodes scapularis,Blacklegged Tick,Mianus River Gorge,MRG-1-Fen-3-D,MRG1,2,Fen,3,D,0,0,0,0
Ixodes scapularis,Blacklegged Tick,Mianus River Gorge,MRG-1-Unf-3-D,MRG2,1,Unf,3,D,0,0,0,0
Ixodes scapularis,Blacklegged Tick,Mianus River Gorge,MRG-1-Fen-3-D,MRG2,1,Fen,3,D,0,0,0,0
Ixodes scapularis,Blacklegged Tick,Mianus River Gorge,MRG-1-Unf-3-D,MRG2,2,Unf,3,D,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mianus River Gorge,MRG-1-Unf-3-E,MRG1,1,Unf,3,E,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mianus River Gorge,MRG-1-Unf-3-E,MRG1,2,Unf,3,E,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mianus River Gorge,MRG-1-Trailside-3-E,MRG1,3,Trailside,3,E,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mianus River Gorge,MRG-1-Fen-3-E,MRG1,1,Fen,3,E,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mianus River Gorge,MRG-1-Fen-3-E,MRG1,2,Fen,3,E,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mianus River Gorge,MRG-1-Unf-3-E,MRG2,1,Unf,3,E,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mianus River Gorge,MRG-1-Fen-3-E,MRG2,1,Fen,3,E,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mianus River Gorge,MRG-1-Unf-3-E,MRG2,2,Unf,3,E,0,0,0,0
Dermacentor variabilis,Dog Tick,Mianus River Gorge,MRG-1-Unf-3-E,MRG1,1,Unf,3,E,0,0,0,0
Dermacentor variabilis,Dog Tick,Mianus River Gorge,MRG-1-Unf-3-E,MRG1,2,Unf,3,E,0,0,0,0
Dermacentor variabilis,Dog Tick,Mianus River Gorge,MRG-1-Trailside-3-E,MRG1,3,Trailside,3,E,0,0,0,0
Dermacentor variabilis,Dog Tick,Mianus River Gorge,MRG-1-Fen-3-E,MRG1,1,Fen,3,E,0,0,0,0
Dermacentor variabilis,Dog Tick,Mianus River Gorge,MRG-1-Fen-3-E,MRG1,2,Fen,3,E,0,0,0,0
Dermacentor variabilis,Dog Tick,Mianus River Gorge,MRG-1-Unf-3-E,MRG2,1,Unf,3,E,0,0,0,0
Dermacentor variabilis,Dog Tick,Mianus River Gorge,MRG-1-Fen-3-E,MRG2,1,Fen,3,E,0,0,0,0
Dermacentor variabilis,Dog Tick,Mianus River Gorge,MRG-1-Unf-3-E,MRG2,2,Unf,3,E,0,0,0,0
Ixodes scapularis,Blacklegged Tick,Mianus River Gorge,MRG-1-Unf-3-E,MRG1,1,Unf,3,E,0,0,0,0
Ixodes scapularis,Blacklegged Tick,Mianus River Gorge,MRG-1-Unf-3-E,MRG1,2,Unf,3,E,0,0,0,0
Ixodes scapularis,Blacklegged Tick,Mianus River Gorge,MRG-1-Trailside-3-E,MRG1,3,Trailside,3,E,0,0,0,0
Ixodes scapularis,Blacklegged Tick,Mianus River Gorge,MRG-1-Fen-3-E,MRG1,1,Fen,3,E,0,0,0,0
Ixodes scapularis,Blacklegged Tick,Mianus River Gorge,MRG-1-Fen-3-E,MRG1,2,Fen,3,E,0,0,0,0
Ixodes scapularis,Blacklegged Tick,Mianus River Gorge,MRG-1-Unf-3-E,MRG2,1,Unf,3,E,0,0,0,0
Ixodes scapularis,Blacklegged Tick,Mianus River Gorge,MRG-1-Fen-3-E,MRG2,1,Fen,3,E,0,0,0,0
Ixodes scapularis,Blacklegged Tick,Mianus River Gorge,MRG-1-Unf-3-E,MRG2,2,Unf,3,E,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mianus River Gorge,MRG-1-Unf-3-F,MRG1,1,Unf,3,F,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mianus River Gorge,MRG-1-Unf-3-F,MRG1,2,Unf,3,F,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mianus River Gorge,MRG-1-Trailside-3-F,MRG1,3,Trailside,3,F,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mianus River Gorge,MRG-1-Fen-3-F,MRG1,1,Fen,3,F,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mianus River Gorge,MRG-1-Fen-3-F,MRG1,2,Fen,3,F,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mianus River Gorge,MRG-1-Unf-3-F,MRG2,1,Unf,3,F,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mianus River Gorge,MRG-1-Fen-3-F,MRG2,1,Fen,3,F,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mianus River Gorge,MRG-1-Unf-3-F,MRG2,2,Unf,3,F,0,0,0,0
Dermacentor variabilis,Dog Tick,Mianus River Gorge,MRG-1-Unf-3-F,MRG1,1,Unf,3,F,0,0,0,0
Dermacentor variabilis,Dog Tick,Mianus River Gorge,MRG-1-Unf-3-F,MRG1,2,Unf,3,F,0,0,0,0
Dermacentor variabilis,Dog Tick,Mianus River Gorge,MRG-1-Trailside-3-F,MRG1,3,Trailside,3,F,0,0,0,0
Dermacentor variabilis,Dog Tick,Mianus River Gorge,MRG-1-Fen-3-F,MRG1,1,Fen,3,F,0,0,0,0
Dermacentor variabilis,Dog Tick,Mianus River Gorge,MRG-1-Fen-3-F,MRG1,2,Fen,3,F,0,0,0,0
Dermacentor variabilis,Dog Tick,Mianus River Gorge,MRG-1-Unf-3-F,MRG2,1,Unf,3,F,0,0,0,0
Dermacentor variabilis,Dog Tick,Mianus River Gorge,MRG-1-Fen-3-F,MRG2,1,Fen,3,F,0,0,0,0
Dermacentor variabilis,Dog Tick,Mianus River Gorge,MRG-1-Unf-3-F,MRG2,2,Unf,3,F,0,0,0,0
Ixodes scapularis,Blacklegged Tick,Mianus River Gorge,MRG-1-Unf-3-F,MRG1,1,Unf,3,F,0,0,0,0
Ixodes scapularis,Blacklegged Tick,Mianus River Gorge,MRG-1-Unf-3-F,MRG1,2,Unf,3,F,0,0,0,0
Ixodes scapularis,Blacklegged Tick,Mianus River Gorge,MRG-1-Trailside-3-F,MRG1,3,Trailside,3,F,0,0,0,0
Ixodes scapularis,Blacklegged Tick,Mianus River Gorge,MRG-1-Fen-3-F,MRG1,1,Fen,3,F,0,0,0,0
Ixodes scapularis,Blacklegged Tick,Mianus River Gorge,MRG-1-Fen-3-F,MRG1,2,Fen,3,F,0,0,0,0
Ixodes scapularis,Blacklegged Tick,Mianus River Gorge,MRG-1-Unf-3-F,MRG2,1,Unf,3,F,0,0,0,0
Ixodes scapularis,Blacklegged Tick,Mianus River Gorge,MRG-1-Fen-3-F,MRG2,1,Fen,3,F,0,0,0,0
Ixodes scapularis,Blacklegged Tick,Mianus River Gorge,MRG-1-Unf-3-F,MRG2,2,Unf,3,F,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mianus River Gorge,MRG-1-Unf-3-G,MRG1,2,Unf,3,G,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mianus River Gorge,MRG-1-Trailside-3-G,MRG1,3,Trailside,3,G,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mianus River Gorge,MRG-1-Fen-3-G,MRG1,2,Fen,3,G,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mianus River Gorge,MRG-1-Unf-3-G,MRG2,2,Unf,3,G,0,0,0,0
Dermacentor variabilis,Dog Tick,Mianus River Gorge,MRG-1-Unf-3-G,MRG1,2,Unf,3,G,0,0,0,0
Dermacentor variabilis,Dog Tick,Mianus River Gorge,MRG-1-Trailside-3-G,MRG1,3,Trailside,3,G,0,0,0,0
Dermacentor variabilis,Dog Tick,Mianus River Gorge,MRG-1-Fen-3-G,MRG1,2,Fen,3,G,0,0,0,0
Dermacentor variabilis,Dog Tick,Mianus River Gorge,MRG-1-Unf-3-G,MRG2,2,Unf,3,G,0,0,0,0
Ixodes scapularis,Blacklegged Tick,Mianus River Gorge,MRG-1-Unf-3-G,MRG1,2,Unf,3,G,0,0,0,0
Ixodes scapularis,Blacklegged Tick,Mianus River Gorge,MRG-1-Trailside-3-G,MRG1,3,Trailside,3,G,0,0,0,0
Ixodes scapularis,Blacklegged Tick,Mianus River Gorge,MRG-1-Fen-3-G,MRG1,2,Fen,3,G,0,0,0,0
Ixodes scapularis,Blacklegged Tick,Mianus River Gorge,MRG-1-Unf-3-G,MRG2,2,Unf,3,G,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mianus River Gorge,MRG-1-Unf-3-H,MRG1,2,Unf,3,H,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mianus River Gorge,MRG-1-Trailside-3-H,MRG1,3,Trailside,3,H,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mianus River Gorge,MRG-1-Fen-3-H,MRG1,2,Fen,3,H,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mianus River Gorge,MRG-1-Unf-3-H,MRG2,2,Unf,3,H,0,0,0,0
Dermacentor variabilis,Dog Tick,Mianus River Gorge,MRG-1-Unf-3-H,MRG1,2,Unf,3,H,0,0,0,0
Dermacentor variabilis,Dog Tick,Mianus River Gorge,MRG-1-Trailside-3-H,MRG1,3,Trailside,3,H,0,0,0,0
Dermacentor variabilis,Dog Tick,Mianus River Gorge,MRG-1-Fen-3-H,MRG1,2,Fen,3,H,0,0,0,0
Dermacentor variabilis,Dog Tick,Mianus River Gorge,MRG-1-Unf-3-H,MRG2,2,Unf,3,H,0,0,0,0
Ixodes scapularis,Blacklegged Tick,Mianus River Gorge,MRG-1-Unf-3-H,MRG1,2,Unf,3,H,0,0,0,0
Ixodes scapularis,Blacklegged Tick,Mianus River Gorge,MRG-1-Trailside-3-H,MRG1,3,Trailside,3,H,0,0,0,0
Ixodes scapularis,Blacklegged Tick,Mianus River Gorge,MRG-1-Fen-3-H,MRG1,2,Fen,3,H,0,0,0,0
Ixodes scapularis,Blacklegged Tick,Mianus River Gorge,MRG-1-Unf-3-H,MRG2,2,Unf,3,H,0,3,0,3
Amblyomma americanum,Lone Star Tick,Mianus River Gorge,MRG-1-Unf-4-A,MRG1,1,Unf,4,A,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mianus River Gorge,MRG-1-Fen-4-A,MRG1,1,Fen,4,A,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mianus River Gorge,MRG-1-Unf-4-A,MRG2,1,Unf,4,A,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mianus River Gorge,MRG-1-Fen-4-A,MRG2,1,Fen,4,A,0,0,0,0
Dermacentor variabilis,Dog Tick,Mianus River Gorge,MRG-1-Unf-4-A,MRG1,1,Unf,4,A,0,0,0,0
Dermacentor variabilis,Dog Tick,Mianus River Gorge,MRG-1-Fen-4-A,MRG1,1,Fen,4,A,0,0,0,0
Dermacentor variabilis,Dog Tick,Mianus River Gorge,MRG-1-Unf-4-A,MRG2,1,Unf,4,A,0,0,0,0
Dermacentor variabilis,Dog Tick,Mianus River Gorge,MRG-1-Fen-4-A,MRG2,1,Fen,4,A,0,0,0,0
Ixodes scapularis,Blacklegged Tick,Mianus River Gorge,MRG-1-Unf-4-A,MRG1,1,Unf,4,A,0,0,0,0
Ixodes scapularis,Blacklegged Tick,Mianus River Gorge,MRG-1-Fen-4-A,MRG1,1,Fen,4,A,0,0,0,0
Ixodes scapularis,Blacklegged Tick,Mianus River Gorge,MRG-1-Unf-4-A,MRG2,1,Unf,4,A,0,0,0,0
Ixodes scapularis,Blacklegged Tick,Mianus River Gorge,MRG-1-Fen-4-A,MRG2,1,Fen,4,A,0,1,0,1
Amblyomma americanum,Lone Star Tick,Mianus River Gorge,MRG-1-Unf-4-B,MRG1,1,Unf,4,B,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mianus River Gorge,MRG-1-Fen-4-B,MRG1,1,Fen,4,B,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mianus River Gorge,MRG-1-Unf-4-B,MRG2,1,Unf,4,B,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mianus River Gorge,MRG-1-Fen-4-B,MRG2,1,Fen,4,B,0,0,0,0
Dermacentor variabilis,Dog Tick,Mianus River Gorge,MRG-1-Unf-4-B,MRG1,1,Unf,4,B,0,0,0,0
Dermacentor variabilis,Dog Tick,Mianus River Gorge,MRG-1-Fen-4-B,MRG1,1,Fen,4,B,0,0,0,0
Dermacentor variabilis,Dog Tick,Mianus River Gorge,MRG-1-Unf-4-B,MRG2,1,Unf,4,B,0,0,0,0
Dermacentor variabilis,Dog Tick,Mianus River Gorge,MRG-1-Fen-4-B,MRG2,1,Fen,4,B,0,0,0,0
Ixodes scapularis,Blacklegged Tick,Mianus River Gorge,MRG-1-Unf-4-B,MRG1,1,Unf,4,B,0,0,0,0
Ixodes scapularis,Blacklegged Tick,Mianus River Gorge,MRG-1-Fen-4-B,MRG1,1,Fen,4,B,0,0,0,0
Ixodes scapularis,Blacklegged Tick,Mianus River Gorge,MRG-1-Unf-4-B,MRG2,1,Unf,4,B,0,0,0,0
Ixodes scapularis,Blacklegged Tick,Mianus River Gorge,MRG-1-Fen-4-B,MRG2,1,Fen,4,B,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mianus River Gorge,MRG-1-Unf-4-C,MRG1,1,Unf,4,C,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mianus River Gorge,MRG-1-Fen-4-C,MRG1,1,Fen,4,C,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mianus River Gorge,MRG-1-Unf-4-C,MRG2,1,Unf,4,C,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mianus River Gorge,MRG-1-Fen-4-C,MRG2,1,Fen,4,C,0,0,0,0
Dermacentor variabilis,Dog Tick,Mianus River Gorge,MRG-1-Unf-4-C,MRG1,1,Unf,4,C,0,0,0,0
Dermacentor variabilis,Dog Tick,Mianus River Gorge,MRG-1-Fen-4-C,MRG1,1,Fen,4,C,0,0,0,0
Dermacentor variabilis,Dog Tick,Mianus River Gorge,MRG-1-Unf-4-C,MRG2,1,Unf,4,C,0,0,0,0
Dermacentor variabilis,Dog Tick,Mianus River Gorge,MRG-1-Fen-4-C,MRG2,1,Fen,4,C,0,0,0,0
Ixodes scapularis,Blacklegged Tick,Mianus River Gorge,MRG-1-Unf-4-C,MRG1,1,Unf,4,C,0,1,0,1
Ixodes scapularis,Blacklegged Tick,Mianus River Gorge,MRG-1-Fen-4-C,MRG1,1,Fen,4,C,0,0,0,0
Ixodes scapularis,Blacklegged Tick,Mianus River Gorge,MRG-1-Unf-4-C,MRG2,1,Unf,4,C,0,1,0,1
Ixodes scapularis,Blacklegged Tick,Mianus River Gorge,MRG-1-Fen-4-C,MRG2,1,Fen,4,C,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mianus River Gorge,MRG-1-Unf-4-D,MRG1,1,Unf,4,D,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mianus River Gorge,MRG-1-Fen-4-D,MRG1,1,Fen,4,D,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mianus River Gorge,MRG-1-Unf-4-D,MRG2,1,Unf,4,D,0,0,0,0
Amblyomma americanum,Lone Star Tick,Mianus River Gorge,MRG-1-Fen-4-D,MRG2,1,Fen,4,D,0,0,0,0
Dermacentor variabilis,Dog Tick,Mianus River Gorge,MRG-1-Unf-4-D,MRG1,1,Unf,4,D,0,0,0,0
Dermacentor variabilis,Dog Tick,Mianus River Gorge,MRG-1-Fen-4-D,MRG1,1,Fen,4,D,0,0,0,0
Dermacentor variabilis,Dog Tick,Mianus River Gorge,MRG-1-Unf-4-D,MRG2,1,Unf,4,D,0,0,0,0
Dermacentor variabilis,Dog Tick,Mianus River Gorge,MRG-1-Fen-4-D,MRG2,1,Fen,4,D,0,0,0,0
Ixodes scapularis,Blacklegged Tick,Mianus River Gorge,MRG-1-Unf-4-D,MRG1,1,Unf,4,D,0,1,0,1
Ixodes scapularis,Blacklegged Tick,Mianus River Gorge,MRG-1-Fen-4-D,MRG1,1,Fen,4,D,0,0,0,0
Ixodes scapularis,Blacklegged Tick,Mianus River Gorge,MRG-1-Unf-4-D,MRG2,1,Unf,4,D,0,1,0,1
